Full Address;Longitude;Latitude;Zip;REC_TYPE;PIN;OVACLS;CLASS_DESCRIPTION;CURRENT_LAND;CURRENT_BUILDING;CURRENT_TOTAL;ESTIMATED_MARKET_VALUE;PRIOR_LAND;PRIOR_BUILDING;PRIOR_TOTAL;PPRIOR_LAND;PPRIOR_BUILDING;PPRIOR_TOTAL;PPRIOR_YEAR;TOWN;VOLUME;LOC;TAX_CODE;NEIGHBORHOOD;HOUSENO;DIR;STREET;SUFFIX;APT;CITY;RES_TYPE;BLDG_USE;APT_DESC;COMM_UNITS;EXT_DESC;FULL_BATH;HALF_BATH;BSMT_DESC;ATTIC_DESC;AC;FIREPLACE;GAR_DESC;AGE;BUILDING_SQ_FT;LAND_SQ_FT;BLDG_SF;UNITS_TOT;MULTI_SALE;DEED_TYPE;SALE_DATE;SALE_AMOUNT;APPCNT;APPEAL_A;APPEAL_A_STATUS;APPEAL_A_RESULT;APPEAL_A_REASON;APPEAL_A_PIN_RESULT;APPEAL_A_PROPAV;APPEAL_A_CURRAV;APPEAL_A_RESLTDATE;
1856 W 17TH ST, CHICAGO, IL;-87,6733215999999;41,8587785;60608;A-HD;17194010130000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;33.922;40.072;400.720;5.400;21.725;27.125;5.400;21.725;27.125;2013;77;596;CITY;77001;141;1856;W;17TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;122;2412;3000;     ;        ;0;0;     ;0;1;6096873;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;42416;40072;10/19/15;
1858 W 21ST PL, CHICAGO, IL;-87,6732585;41,8534872999999;60608;A-HD;17194230250000;211;Two to Six Apartments, Over 62 Years                                                         ;6.457;33.980;40.437;404.370;5.670;20.863;26.533;5.670;21.738;27.408;2013;77;596;CITY;77001;141;1858;W;21ST ;PL; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;122;3500;3150;     ;        ;0;0;     ;0;1;6080904;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;41729;40437;10/19/15;
1849 W 17TH ST, CHICAGO, IL;-87,6730553;41,8584352999999;60608;A-HD;17194050050000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;29.661;35.811;358.110;5.400;26.870;32.270;5.400;28.114;33.514;2013;77;596;CITY;77001;141;1849;W;17TH ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0; ;122;2646;3000;     ;        ;0;1;12/1/07;475000;1;99185;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;40125;40125;10/19/15;
1848 W 18TH ST, CHICAGO, IL;-87,6730352;41,8578917;60608;A-HD;17194050290000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;40.438;46.588;465.880;5.400;31.510;36.910;5.400;34.392;39.792;2013;77;596;CITY;77001;141;1848;W;18TH ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;0;Masonry    ;6;0;Full and Apartment;Full and Living Area;2;0; ;137;5492;3000;     ;        ;0;1;6/1/12;40625;0;0;                  ;;0;;0;0;     ;
1846 W 17TH ST, CHICAGO, IL;-87,6729763;41,8588019;60608;A-HD;17194010170000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;32.459;38.609;386.090;5.400;29.242;34.642;5.400;29.242;34.642;2013;77;596;CITY;77001;141;1846;W;17TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;0;0;Frame     ;2;0;Slab and Unfinished;None;2;0; ;132;2628;3000;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1846 W 18TH ST, CHICAGO, IL;-87,6729466999999;41,8578862;60608;A-HD;17194050300000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;42.378;48.528;485.280;5.400;38.889;44.289;5.400;38.889;44.289;2013;77;596;CITY;77001;141;1846;W;18TH ;ST; ;CHICAGO;Three Story       ;Multi Family  ;4;0;Masonry    ;4;0;Full and Unfinished;None;2;0; ;132;3906;3000;     ;        ;0;1;7/1/11;80000;0;0;                  ;;0;;0;0;     ;
1846 W CULLERTON ST, CHICAGO, IL;-87,6728724999999;41,8551562999999;60608;A-HD;17194150290000;211;Two to Six Apartments, Over 62 Years                                                         ;6.051;32.479;38.530;385.300;5.313;30.447;35.760;5.313;30.447;35.760;2013;77;596;CITY;77001;141;1846;W;CULLERTON ;ST;1R ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;137;2952;2952;     ;        ;0;1;10/16/91;95000;0;0;                  ;;0;;0;0;     ;
1844 W CULLERTON ST, CHICAGO, IL;-87,6727810999999;41,8551258999999;60608;A-HD;17194150300000;211;Two to Six Apartments, Over 62 Years                                                         ;6.051;39.482;45.533;455.330;5.313;22.423;27.736;5.313;22.423;27.736;2013;77;596;CITY;77001;141;1844;W;CULLERTON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished; ;2;0; ;132;1860;2952;     ;        ;0;1;6/22/93;91000;0;0;                  ;;0;;0;0;     ;
1841 W 17TH ST, CHICAGO, IL;-87,6727012;41,8584316;60608;A-HD;17194050090000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;33.585;39.735;397.350;5.400;34.014;39.414;5.400;34.014;39.414;2013;77;596;CITY;77001;141;1841;W;17TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;0;0;Frame     ;2;0;Slab and Unfinished;None;2;0; ;127;2772;3000;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1836 W 17TH ST, CHICAGO, IL;-87,6726218999999;41,8588098999999;60608;A-HD;17194010210000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;29.882;36.032;360.320;5.400;25.278;30.678;5.400;25.278;30.678;2013;77;596;CITY;77001;141;1836;W;17TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished; ;2;0; ;117;1575;3000;     ;        ;0;1;9/1/04;345000;1;6090139;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;39916;36032;10/19/15;
1836 W 21ST PL, CHICAGO, IL;-87,6724265;41,8533373;60608;A-HD;17194230340000;211;Two to Six Apartments, Over 62 Years                                                         ;6.406;30.382;36.788;367.880;5.625;18.433;24.058;5.625;18.433;24.058;2013;77;596;CITY;77001;141;1836;W;21ST ;PL;1;CHICAGO;Two Story        ;Multi Family  ;0;0;Frame     ;2;0;Slab and Unfinished;None;2;0; ;117;1800;3125;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1826 W 17TH ST, CHICAGO, IL;-87,6722668999999;41,8588413;60608;A-HD;17194010250000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;53.509;59.659;596.590;5.400;39.548;44.948;5.400;39.548;44.948;2013;77;596;CITY;77001;141;1826;W;17TH ;ST;1;CHICAGO;Three Story       ;Multi Family  ;4;0;Masonry    ;4;0;Full and Unfinished; ;2;0;2 Cars Detached;101;3615;3000;     ;        ;0;1;6/1/00;206500;1;109470;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;59659;59659;12/4/15;
1827 W 17TH ST, CHICAGO, IL;-87,6722599999999;41,8584462999999;60608;A-HD;17194050130000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;42.318;48.468;484.680;5.400;36.234;41.634;5.400;36.234;41.634;2013;77;596;CITY;77001;141;1827;W;17TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;4;0;Masonry    ;4;0;Full and Apartment; ;2;0; ;137;2296;3000;     ;        ;0;1;3/1/02;225000;0;0;                  ;;0;;0;0;     ;
1831 W 21ST ST, CHICAGO, IL;-87,6722589;41,8538767;60608;A-HD;17194230120000;211;Two to Six Apartments, Over 62 Years                                                         ;6.406;29.953;36.359;363.590;5.625;23.607;29.232;5.625;23.607;29.232;2013;77;596;CITY;77001;141;1831;W;21ST ;ST;2;CHICAGO;Two Story        ;Multi Family  ;0;0;Frame     ;2;0;Slab and Unfinished;None;2;0; ;127;2100;3125;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1825 W 17TH ST, CHICAGO, IL;-87,672172;41,8584413;60608;A-HD;17194050140000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;29.554;35.704;357.040;5.400;28.789;34.189;5.400;28.789;34.189;2013;77;596;CITY;77001;141;1825;W;17TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;2;0; ;132;2352;3000;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1826 W CULLERTON ST, CHICAGO, IL;-87,6721658;41,8551556;60608;A-HD;17194150370000;211;Two to Six Apartments, Over 62 Years                                                         ;6.051;30.109;36.160;361.600;5.313;23.390;28.703;5.313;23.390;28.703;2013;77;596;CITY;77001;141;1826;W;CULLERTON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment; ;2;0; ;137;2152;2952;     ;        ;0;1;1/1/92;75500;0;0;                  ;;0;;0;0;     ;
1828 W 21ST PL, CHICAGO, IL;-87,6721545;41,8533145;60608;A-HD;17194230370000;211;Two to Six Apartments, Over 62 Years                                                         ;6.406;31.618;38.024;380.240;5.625;20.183;25.808;5.625;20.183;25.808;2013;77;596;CITY;77001;141;1828;W;21ST ;PL; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0; ;137;2436;3125;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1822 W 18TH ST, CHICAGO, IL;-87,6720638;41,8578961999999;60608;A-HD;17194050400000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;35.477;41.627;416.270;5.400;26.440;31.840;5.400;30.042;35.442;2013;77;596;CITY;77001;141;1822;W;18TH ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;122;3906;3000;     ;        ;0;0;     ;0;1;100920;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;41627;41627;10/19/15;
1820 W 17TH ST, CHICAGO, IL;-87,6720037;41,8587887999999;60608;A-HD;17194010280000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;36.361;42.511;425.110;5.400;29.406;34.806;5.400;30.968;36.368;2013;77;596;CITY;77001;141;1820;W;17TH ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;127;2592;3000;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1820 W 18TH ST, CHICAGO, IL;-87,6719747;41,8579019;60608;A-HD;17194050410000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;44.922;51.072;510.720;5.400;35.426;40.826;5.400;50.678;56.078;2013;77;596;CITY;77001;141;1820;W;18TH ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished; ;2;0; ;127;4158;3000;     ;        ;0;2;10/1/14;650000;1;100346;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;52243;51072;12/4/15;
1820 W 21ST ST, CHICAGO, IL;-87,6718962;41,8542464;60608;A-HD;17194190330000;211;Two to Six Apartments, Over 62 Years                                                         ;6.406;34.611;41.017;410.170;5.625;23.666;29.291;5.625;27.489;33.114;2013;77;596;CITY;77001;141;1820;W;21ST ;ST;1;CHICAGO;Two Story        ;Multi Family  ;4;0;Masonry    ;4;1;Full and Formal Rec. Room; ;2;0; ;93;2014;3125;     ;        ;0;1;12/30/94;120000;0;0;                  ;;0;;0;0;     ;
1821 W 21ST ST, CHICAGO, IL;-87,6718936;41,8538868999999;60608;A-HD;17194230160000;211;Two to Six Apartments, Over 62 Years                                                         ;6.406;29.512;35.918;359.180;5.625;15.440;21.065;5.625;15.440;21.065;2013;77;596;CITY;77001;141;1821;W;21ST ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Craw and Formal Rec. Room;Full and Living Area;2;0; ;127;2653;3125;     ;        ;0;1;2/1/15;359000;0;0;                  ;;0;;0;0;     ;
1819 W 21ST PL, CHICAGO, IL;-87,671767;41,852944;60608;A-HD;17194270170000;211;Two to Six Apartments, Over 62 Years                                                         ;6.406;29.256;35.662;356.620;5.625;24.368;29.993;5.625;24.368;29.993;2013;77;596;CITY;77001;141;1819;W;21ST ;PL; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished; ;2;0; ;132;2100;3125;     ;        ;0;0;     ;0;1;86468;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;37232;35662;10/19/15;
1809 W 21ST PL, CHICAGO, IL;-87,6714079;41,8529732;60608;A-HD;17194270210000;211;Two to Six Apartments, Over 62 Years                                                         ;6.406;31.606;38.012;380.120;5.625;30.522;36.147;5.625;30.522;36.147;2013;77;596;CITY;77001;141;1809;W;21ST ;PL; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Craw and Formal Rec. Room;None;2;0; ;147;2394;3125;     ;        ;0;1;4/1/06;490000;0;0;                  ;;0;;0;0;     ;
1804 W CERMAK RD, CHICAGO, IL;-87,6712931999999;41,8524385999999;60608;A-HD;17194270460000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;6.406;33.780;40.186;401.860;5.625;46.646;52.271;5.625;46.646;52.271;2013;77;596;CITY;77001;141;1804;W;CERMAK ;RD; ;CHICAGO;Two Story        ;Multi Family  ;4;1;Masonry    ;4;0;Full and Unfinished;None;2;0; ;127;3720;3125;     ;        ;0;1;11/1/05;350000;0;0;                  ;;0;;0;0;     ;
1800 W 21ST ST, CHICAGO, IL;-87,6711645999999;41,8544398;60608;A-HD;17194190410000;318;Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ;3.359;35.941;39.300;393.000;3.359;35.941;39.300;3.359;52.902;56.261;2013;77;596;CITY;77001;141;1800;W;21ST ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;132;0;3125;0;0;0;0;2/1/14;393000;1;95413;Appeal Review Complete       ;Assessed Value Adjusted;11;Assessed Value Adjusted;45338;39300;12/4/15;
1801 W 21ST ST, CHICAGO, IL;-87,6711509999999;41,8536817999999;60608;A-HD;17194230240000;211;Two to Six Apartments, Over 62 Years                                                         ;6.457;33.772;40.229;402.290;5.670;26.638;32.308;5.670;26.638;32.308;2013;77;596;CITY;77001;141;1801;W;21ST ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Partial and Unfinished;None;2;0; ;121;3300;3150;     ;        ;0;2;9/1/13;135000;1;106283;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;43957;40229;10/19/15;
1801 W 21ST PL, CHICAGO, IL;-87,6711205999999;41,8527606999999;60608;A-HD;17194270240000;211;Two to Six Apartments, Over 62 Years                                                         ;6.457;31.616;38.073;380.730;5.670;28.025;33.695;5.670;28.025;33.695;2013;77;596;CITY;77001;141;1801;W;21ST ;PL; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Frame     ;3;0;Full and Unfinished;None;2;0; ;142;3105;3150;     ;        ;0;1;2/1/03;350000;0;0;                  ;;0;;0;0;     ;
1603 S WOOD ST, CHICAGO, IL;-87,6709192999999;41,85936;60608;A-HD;17194020020000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;36.544;42.694;426.940;5.400;33.008;38.408;5.400;34.484;39.884;2013;77;596;CITY;77001;141;1603;S;WOOD ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished; ;2;0; ;131;2226;3000;     ;        ;0;1;12/1/08;228000;1;96789;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;49372;45473;10/19/15;
1759 W 19TH ST, CHICAGO, IL;-87,6708861999999;41,8557386;60608;A-HD;17194160010000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;6.150;41.518;47.668;476.680;5.400;30.252;35.652;5.400;30.252;35.652;2013;77;596;CITY;77001;141;1759;W;19TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;1;Frame/Masonry ;1;1;Full and Unfinished;None;2;0; ;127;2902;3000;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1759 W CULLERTON ST, CHICAGO, IL;-87,6708464999999;41,8547791;60608;A-HD;17194200010000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;4.395;39.658;44.053;440.530;3.859;31.194;35.053;3.859;31.194;35.053;2013;77;596;CITY;77001;141;1759;W;CULLERTON ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;1;Masonry    ;6;1;Full and Unfinished;None;2;0; ;124;8512;2144;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1759 W 21ST ST, CHICAGO, IL;-87,6708194999999;41,8536912;60608;A-HD;17194240010000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;6.406;36.004;42.410;424.100;5.625;53.416;59.041;5.625;53.416;59.041;2013;77;596;CITY;77001;141;1759;W;21ST ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;1;Masonry    ;3;0;Full and Unfinished;None;2;0; ;133;5896;3125;     ;        ;0;1;1/1/14;250000;1;106293;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;45448;42410;10/19/15;
1750 W 21ST PL, CHICAGO, IL;-87,6705383;41,8534538999999;60608;A-HD;17194240260000;211;Two to Six Apartments, Over 62 Years                                                         ;12.812;36.665;49.477;494.770;11.250;31.219;42.469;11.250;31.219;42.469;2013;77;596;CITY;77001;141;1750;W;21ST ;PL;1;CHICAGO;Two Story        ;Multi Family  ;0;0;Frame     ;2;0;Slab and Unfinished;None;2;0;2 1/2 Cars Detched;133;2762;6250;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1746 W 17TH ST, CHICAGO, IL;-87,6705261999999;41,8588264999999;60608;A-HD;17194020300000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;37.093;43.243;432.430;5.400;19.099;24.499;5.400;19.099;24.499;2013;77;596;CITY;77001;141;1746;W;17TH ;ST; ;CHICAGO;Three Story       ;Multi Family  ;4;0;Masonry    ;4;0;Full and Apartment; ;2;0; ;122;3562;3000;     ;        ;0;1;4/1/11;245000;1;98337;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;45926;45926;10/19/15;
1748 W 21ST ST, CHICAGO, IL;-87,6704768999999;41,8542922999999;60608;A-HD;17194200280000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;6.150;30.334;36.484;364.840;5.400;17.184;22.584;5.400;17.184;22.584;2013;77;596;CITY;77001;141;1748;W;21ST ;ST; ;CHICAGO;Three Story       ;Multi Family  ;5;1;Masonry    ;5;0;Partial and Unfinished; ;2;0; ;124;7680;3000;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1744 W 18TH ST, CHICAGO, IL;-87,6704079;41,8579578;60608;A-HD;17194060310000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;6.150;34.350;40.500;405.000;5.400;18.437;23.837;5.400;18.437;23.837;2013;77;596;CITY;77001;141;1744;W;18TH ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;1;Masonry    ;3;1;Partial and Unfinished; ;2;0;1 1/2 Car Detached;103;5904;3000;     ;        ;0;1;9/1/14;425000;1;95420;Appeal Review Complete       ;Assessed Value Not Adjusted;27;Assessed Value Not Adjusted;40500;40500;12/4/15;
1743 W 16TH ST, CHICAGO, IL;-87,6703648999999;41,8593802999999;60608;A-HD;17194020080000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;32.766;38.916;389.160;5.400;21.522;26.922;5.400;21.522;26.922;2013;77;596;CITY;77001;141;1743;W;16TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Slab and Unfinished;None;2;0; ;127;1806;3000;     ;        ;0;1;5/1/91;58000;0;0;                  ;;0;;0;0;     ;
1742 W CERMAK RD, CHICAGO, IL;-87,6702326;41,8524633999999;60608;A-HD;17194280310000;211;Two to Six Apartments, Over 62 Years                                                         ;6.406;34.288;40.694;406.940;5.625;30.992;36.617;5.625;30.992;36.617;2013;77;596;CITY;77001;141;1742;W;CERMAK ;RD; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;133;3384;3125;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1737 W 18TH PL, CHICAGO, IL;-87,6701058999999;41,8566476;60608;A-HD;17194120090000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;48.278;54.428;544.280;5.400;41.173;46.573;5.400;41.173;46.573;2013;77;596;CITY;77001;141;1737;W;18TH ;PL; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;137;2880;3000;     ;        ;1;1;11/1/99;154906;0;0;                  ;;0;;0;0;     ;
1735 W 16TH ST, CHICAGO, IL;-87,6701005;41,8593728999999;60608;A-HD;17194020110000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;36.615;42.765;427.650;5.400;19.893;25.293;5.400;19.893;25.293;2013;77;596;CITY;77001;141;1735;W;16TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Slab and Unfinished;None;2;0; ;137;1974;3000;     ;        ;1;1;2/1/97;95625;0;0;                  ;;0;;0;0;     ;
1735 W 17TH ST, CHICAGO, IL;-87,6700732999999;41,8584748;60608;A-HD;17194060110000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;37.847;43.997;439.970;5.400;39.387;44.787;5.400;39.387;44.787;2013;77;596;CITY;77001;141;1735;W;17TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;4;0;Masonry    ;4;0;Full and Unfinished;None;2;0; ;127;2976;3000;     ;        ;0;1;5/1/01;214900;0;0;                  ;;0;;0;0;     ;
1732 W 17TH ST, CHICAGO, IL;-87,6699997999999;41,8588314;60608;A-HD;17194020360000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;37.654;43.804;438.040;5.400;30.910;36.310;5.400;30.910;36.310;2013;77;596;CITY;77001;141;1732;W;17TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;122;2604;3000;     ;        ;0;1;12/1/11;153000;0;0;                  ;;0;;0;0;     ;
1732 W 18TH ST, CHICAGO, IL;-87,6699679999999;41,8580031999999;60608;A-HD;17194060360000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;6.150;30.123;36.273;362.730;5.400;25.416;30.816;5.400;25.416;30.816;2013;77;596;CITY;77001;141;1732;W;18TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;6;1;Masonry    ;6;0;Full and Unfinished; ;2;0; ;109;4929;3000;     ;        ;0;1;8/1/14;575000;1;108572;Appeal Review Complete       ;Assessed Value Adjusted;38;Assessed Value Adjusted;48790;41027;10/19/15;
1734 W 21ST ST, CHICAGO, IL;-87,6699445;41,8542664;60608;A-HD;17194200340000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;42.581;48.731;487.310;5.400;35.423;40.823;5.400;35.423;40.823;2013;77;596;CITY;77001;141;1734;W;21ST ;ST;2;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Slab and Unfinished;None;2;0; ;122;2682;3000;     ;        ;0;1;9/1/14;515000;0;0;                  ;;0;;0;0;     ;
1733 W 19TH ST, CHICAGO, IL;-87,6699085;41,8557174;60608;A-HD;17194160120000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;42.146;48.296;482.960;5.400;37.313;42.713;5.400;37.313;42.713;2013;77;596;CITY;77001;141;1733;W;19TH ;ST; ;CHICAGO;Three Story       ;Multi Family  ;4;0;Masonry    ;4;0;Full and Formal Rec. Room;None;2;0; ;123;4032;3000;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1731 W 17TH ST, CHICAGO, IL;-87,6698987999999;41,858483;60608;A-HD;17194060130000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;38.201;44.351;443.510;5.400;25.016;30.416;5.400;25.016;30.416;2013;77;596;CITY;77001;141;1731;W;17TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;4;0;Masonry    ;4;0;Full and Unfinished;Full and Living Area;1;0; ;122;2987;3000;     ;        ;0;1;5/1/07;450000;1;6101633;Appeal Review Complete       ;Assessed Value Adjusted;2;Assessed Value Adjusted;54941;52441;10/19/15;
1728 W 17TH ST, CHICAGO, IL;-87,6698217999999;41,8588314;60608;A-HD;17194020380000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;34.154;40.304;403.040;5.400;18.724;24.124;5.400;22.020;27.420;2013;77;596;CITY;77001;141;1728;W;17TH ;ST; ;CHICAGO;One Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;1;0; ;129;1940;3000;     ;        ;0;1;2/1/04;250000;1;6101317;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;51033;47110;10/19/15;
1729 W 17TH ST, CHICAGO, IL;-87,6698144;41,8584870999999;60608;A-HD;17194060140000;211;Two to Six Apartments, Over 62 Years                                                         ;6.406;30.661;37.067;370.670;5.625;23.265;28.890;5.625;23.265;28.890;2013;77;596;CITY;77001;141;1729;W;17TH ;ST; ;CHICAGO;Two Story        ;Multi Family  ;0;0;Frame     ;2;0;Slab and Unfinished;None;2;0; ;122;2394;3125;     ;        ;0;1;5/1/00;155000;0;0;                  ;;0;;0;0;     ;
1726 W 18TH ST, CHICAGO, IL;-87,6697920999999;41,8580005999999;60608;A-HD;17194060380000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;6.150;30.786;36.936;369.360;5.400;33.141;38.541;5.400;33.141;38.541;2013;77;596;CITY;77001;141;1726;W;18TH ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;1;Masonry    ;3;0;Partial and Unfinished; ;1;0;1 1/2 Car Detached;80;7200;3000;     ;        ;0;1;2/1/07;425000;0;0;                  ;;0;;0;0;     ;
1724 W CULLERTON ST, CHICAGO, IL;-87,6696290999999;41,8551918;60608;A-HD;17194160380000;211;Two to Six Apartments, Over 62 Years                                                         ;6.150;31.762;37.912;379.120;5.400;30.390;35.790;5.400;30.390;35.790;2013;77;596;CITY;77001;141;1724;W;CULLERTON ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;114;2400;3000;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1722 W 18TH ST, CHICAGO, IL;-87,6696160999999;41,8579580999999;60608;A-HD;17194060400000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;6.150;34.923;41.073;410.730;5.400;28.814;34.214;5.400;28.814;34.214;2013;77;596;CITY;77001;141;1722;W;18TH ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;1;Frame/Masonry ;6;0;Full and Unfinished;None;2;0; ;114;8488;3000;     ;        ;0;1;11/1/00;350000;0;0;                  ;;0;;0;0;     ;
